id,name,color,description,size,price,created_date
1223,Comfort T-shirt,brown,Adjustable classic perfect vintage denim easy-care soft secure. Premium design everyday eco-friendly soft synthetic design vintage minimal machine-washable soft easy-care.,M,398.28,2019-08-16T04:37:50
1224,Vintage Sweater,navy,Breathable lightweight wool cotton adjustable design comfort edition sporty lightweight machine-washable outdoor. Silk casual outdoor synthetic cotton eco-friendly sporty polyester. Durable travel polyester versatile versatile lightweight stylish vintage urban versatile stylish.,XXL,474.51,2020-11-05T20:52:38
1225,Stylish Sneakers,purple,Lightweight waterproof canvas easy-care modern silk vintage elegant secure. Sporty lightweight secure vintage comfortable wool comfortable canvas urban soft outdoor. Durable cotton modern premium limited minimal comfortable outdoor wool sporty perfect.,XL,380.89,2024-08-09T18:00:22
1226,Casual Jacket,brown,Urban edition modern polyester easy-care secure perfect stylish versatile leather stylish comfortable breathable limited secure. Breathable stretch modern nylon modern nylon soft handmade everyday durable versatile. Silk denim perfect breathable urban breathable synthetic waterproof casual premium luxury.,M,334.04,2025-08-28T19:44:53
1227,Elegant Jacket,black,Affordable durable urban edition adjustable perfect comfort premium comfort minimal edition synthetic nylon versatile. Eco-friendly sporty durable durable classic outdoor premium synthetic soft.,XS,808.52,2019-06-18T04:23:25
1228,Sporty Cap,gray,Denim durable polyester durable comfort sporty silk silk soft premium durable.,M,342.56,2022-12-15T07:00:46
1229,Comfort Jeans,pink,Everyday secure sporty edition sporty minimal versatile wool eco-friendly design modern affordable eco-friendly stylish. Leather outdoor luxury eco-friendly classic sporty vintage denim perfect nylon luxury. Everyday leather handmade vintage secure durable vintage limited casual luxury lightweight comfortable lightweight limited elegant sporty.,S,728.27,2019-10-21T19:12:43
1230,Sporty Cap,white,Handmade comfortable stylish vintage cotton durable durable handmade adjustable.,XL,360.26,2023-09-18T18:06:35
1231,Modern Cap,pink,Outdoor durable perfect denim design everyday wool lightweight soft.,XL,923.35,2021-10-31T02:06:33
1232,Modern Sweater,pink,Outdoor vintage modern design synthetic wool durable comfort classic silk synthetic affordable. Durable sporty cotton stylish cotton eco-friendly elegant travel synthetic.,L,217.23,2025-02-16T23:46:15
1233,Vintage Sunglasses,navy,Comfort luxury soft stretch wool lightweight easy-care classic elegant synthetic denim easy-care durable. Handmade edition elegant everyday nylon secure versatile modern perfect polyester machine-washable sporty comfortable everyday nylon design.,XS,222.91,2025-06-15T23:23:04
1234,Elegant T-shirt,blue,Stretch soft cotton soft comfortable soft comfortable limited lightweight everyday comfort easy-care.,L,866.38,2021-04-05T07:07:57
1235,Sporty Skirt,pink,Soft affordable durable silk classic breathable handmade modern waterproof cotton durable soft canvas.,S,876.29,2025-04-19T17:02:47
1236,Sporty T-shirt,red,Classic perfect comfort durable sporty canvas lightweight machine-washable waterproof lightweight outdoor vintage. Stylish polyester synthetic waterproof soft everyday comfort durable polyester classic stylish sporty.,XS,70.4,2022-05-12T15:50:54
1237,Soft Dress,navy,Modern cotton modern durable sporty easy-care eco-friendly everyday handmade handmade lightweight breathable urban eco-friendly sporty denim.,XXL,310.49,2023-10-28T02:26:28
1238,Elegant T-shirt,gray,Synthetic modern sporty edition limited eco-friendly wool comfortable silk premium classic minimal stylish versatile soft. Handmade silk soft travel handmade durable denim canvas. Cotton waterproof canvas comfort limited classic durable silk canvas eco-friendly classic lightweight.,XXL,17.69,2020-03-16T06:35:26
1239,Premium T-shirt,black,Stylish waterproof outdoor easy-care waterproof cotton minimal luxury edition urban comfortable elegant classic. Durable polyester stretch outdoor lightweight silk lightweight urban denim secure premium secure urban. Travel design comfortable canvas modern breathable durable leather.,XS,90.91,2023-10-25T18:00:20
1240,Durable Skirt,black,Stylish comfort polyester machine-washable luxury outdoor premium leather nylon nylon denim design polyester. Synthetic vintage comfort polyester classic comfort waterproof silk edition design. Modern vintage silk waterproof minimal polyester machine-washable vintage minimal edition stylish premium casual easy-care urban.,XXL,678.81,2025-06-10T09:00:13
1241,Lightweight Sneakers,white,Lightweight everyday minimal lightweight soft leather casual easy-care travel casual classic casual minimal classic silk. Elegant comfort comfort modern outdoor limited machine-washable perfect elegant casual canvas elegant cotton travel.,XXL,995.83,2025-05-28T20:49:37
1242,Vintage Sunglasses,yellow,Silk design easy-care urban eco-friendly wool adjustable affordable. Lightweight stylish easy-care urban canvas leather modern cotton leather limited limited limited. Sporty design minimal premium wool waterproof soft classic secure polyester perfect stylish canvas breathable perfect stretch.,XL,811.41,2023-02-20T04:24:17
1243,Premium Jeans,red,Classic synthetic breathable luxury silk handmade wool soft stylish classic nylon.,S,324.75,2019-06-30T17:35:46
1244,Comfort Boots,navy,Premium limited canvas soft urban denim secure classic classic urban silk edition modern premium. Soft waterproof handmade minimal durable cotton waterproof polyester denim modern stretch edition comfortable. Lightweight everyday comfortable soft design casual wool cotton elegant canvas design stylish.,XXL,358.74,2020-02-22T07:42:01
1245,Vintage Jacket,navy,Canvas eco-friendly soft casual silk breathable handmade classic outdoor versatile luxury.,XS,335.16,2025-03-06T04:34:40
1246,Comfort Jeans,purple,Nylon limited minimal casual stretch sporty urban design limited sporty.,XL,72.63,2025-08-14T23:23:33
1247,Stylish Dress,white,Nylon cotton wool sporty synthetic adjustable versatile stylish.,M,569.34,2021-06-27T06:21:07
1248,Soft Skirt,black,Minimal stretch wool durable stylish durable leather sporty stretch design comfortable luxury elegant handmade classic elegant. Comfortable secure affordable affordable synthetic durable affordable lightweight versatile lightweight casual durable cotton premium. Stylish soft stylish lightweight edition nylon wool casual stylish stretch stylish.,S,791.86,2022-04-09T22:53:21
1249,Durable Boots,navy,Premium modern edition minimal classic breathable stylish classic versatile breathable silk stretch canvas. Design durable durable comfortable edition leather classic design edition design urban modern.,XL,15.25,2025-07-21T18:01:47
1250,Durable Dress,pink,Stylish classic lightweight modern premium affordable minimal handmade. Lightweight stylish durable elegant polyester comfort silk design cotton easy-care waterproof cotton lightweight sporty perfect perfect.,L,170.28,2021-03-18T12:00:41
1251,Casual T-shirt,yellow,Waterproof classic perfect durable comfort soft machine-washable polyester modern. Polyester comfort denim minimal machine-washable stylish soft synthetic limited affordable canvas breathable easy-care silk classic. Casual soft comfortable comfort cotton lightweight travel comfort waterproof travel lightweight sporty canvas denim.,XXL,809.74,2023-11-19T03:43:32
1252,Modern Boots,brown,Perfect urban breathable modern lightweight sporty canvas versatile luxury durable minimal canvas.,XL,547.52,2022-02-03T16:29:00
1253,Modern T-shirt,brown,Limited soft modern machine-washable stretch comfortable travel breathable outdoor travel.,L,856.26,2023-05-09T22:31:02
1254,Soft Jeans,green,Leather comfortable adjustable lightweight easy-care lightweight sporty comfortable secure easy-care leather canvas easy-care silk.,M,683.44,2020-12-25T11:32:45
1255,Soft Sunglasses,red,Urban modern wool stylish minimal comfort premium travel adjustable canvas vintage synthetic lightweight sporty soft.,XS,232.87,2021-11-15T13:52:11
1256,Sporty Skirt,purple,Vintage luxury vintage canvas cotton adjustable comfort nylon soft silk denim perfect urban.,M,563.17,2020-09-03T05:26:58
1257,Comfort Backpack,red,Adjustable limited everyday leather easy-care classic wool limited easy-care soft edition handmade synthetic soft. Comfort silk design adjustable urban denim handmade polyester denim classic stylish.,XS,804.66,2019-05-17T18:39:50
1258,Lightweight Cap,black,Edition luxury eco-friendly machine-washable wool outdoor edition stretch cotton. Modern denim premium cotton casual wool outdoor classic waterproof stretch leather. Travel premium everyday edition soft stylish outdoor casual nylon.,XS,443.12,2020-11-06T20:56:37
1259,Lightweight Backpack,orange,Sporty design travel synthetic modern wool stretch premium denim classic comfort affordable polyester.,XL,405.56,2022-05-31T02:42:19
1260,Elegant Sunglasses,white,Adjustable soft stretch breathable lightweight design synthetic elegant comfort luxury modern modern stretch.,XXL,519.13,2022-02-17T02:44:02
1261,Vintage Dress,white,Durable adjustable secure stylish vintage waterproof design easy-care machine-washable elegant limited comfortable adjustable everyday. Polyester machine-washable stylish machine-washable durable edition modern silk secure minimal breathable stretch travel polyester. Limited easy-care modern versatile wool handmade durable edition eco-friendly.,M,688.49,2021-01-05T09:21:54
1262,Sporty Jeans,blue,Minimal machine-washable silk adjustable eco-friendly durable denim elegant comfortable limited soft modern outdoor modern machine-washable limited. Synthetic perfect denim easy-care perfect denim silk lightweight design durable everyday versatile handmade secure handmade. Sporty wool luxury canvas limited modern urban affordable minimal versatile lightweight wool.,XL,254.78,2022-08-07T03:07:24
1263,Casual Sneakers,green,Casual travel classic perfect elegant leather comfort waterproof vintage canvas urban perfect. Stylish canvas versatile leather secure cotton classic modern vintage premium edition.,XS,881.97,2022-04-20T03:55:44
1264,Soft Dress,red,Durable breathable synthetic classic machine-washable stylish canvas travel cotton. Easy-care modern nylon lightweight silk easy-care soft vintage silk comfort. Waterproof sporty lightweight breathable nylon classic modern waterproof leather perfect.,XS,487.39,2022-05-25T13:41:48
1265,Durable Sunglasses,blue,Durable breathable sporty comfort design eco-friendly minimal nylon perfect. Classic synthetic soft stylish travel breathable stretch denim nylon nylon comfortable. Waterproof lightweight outdoor lightweight versatile breathable comfort everyday eco-friendly waterproof comfort edition affordable.,XL,267.41,2025-06-25T06:33:06
1266,Casual T-shirt,green,Versatile elegant soft stylish modern classic secure waterproof affordable perfect soft modern silk. Durable minimal urban breathable stylish machine-washable machine-washable stretch perfect waterproof soft modern soft casual.,S,890.16,2023-10-07T18:35:31
1267,Sporty Dress,gray,Stylish canvas synthetic travel comfortable lightweight comfort design stylish nylon. Leather limited machine-washable sporty easy-care modern edition classic comfortable wool casual vintage urban minimal. Perfect nylon cotton urban comfortable handmade stretch minimal casual design canvas.,XXL,334.29,2020-08-22T20:10:16
